title,text
Victims Lawyers Are Demanding Jeffrey Epstein’s Estate Hands Over Prince Andrew Evidence,"Lawyers for victims of Jeffrey Epstein are demanding evidence from the late pedophile’s executors that they believe may incriminate Prince Andrew. The huge tranche of evidence includes emails, photos and surveillance footage. The Mail On Sunday reports: In court papers lodged last week, they have  demanded that Epstein’s estate hand over any photographs of the Duke,  who was friends with the shamed multi-millionaire financier for more  than a decade. The 21-page ‘request for  production’ document filed at the federal court in New York asks for  ‘all written or electronic correspondences’ between Epstein and Andrew,  details of the Duke’s visits to the paedophile’s homes and any evidence  that he engaged in sexual activity or massages while at them.  It also asks: ‘Did the surveillance in place at Jeffrey Epstein’s home  have recording capabilities? If so, please state whether  the recordings could be viewed live, where the live feed could be viewed  from, where the recordings were stored historically, where the  recordings are currently stored, which person or entity has possession  or control of the recordings.’  Epstein is known to have installed cameras
 in his homes with speculation that he stored any compromising footage. 
While it is not known if any such evidence exists, the document 
illustrates the zeal with which Epstein’s victims are pursuing the 
Queen’s second son, who has strongly rejected any allegations of 
wrongdoing. The document was filed by 
Brad Edwards, the lawyer for Virginia Roberts who claims that she was 
coerced by Epstein into having sex with the Duke on three occasions, the
 first in London when she was 17. Prince Andrew denies her claims. Mr
 Edwards has pursued Epstein for 12 years, extracting thousands of pages
 of damning evidence against him. The latest move suggests he is 
pursuing the same strategy against Prince Andrew. The  submission was made in the case of an anonymous woman, ‘Priscilla Doe’,  who is pursuing the millionaire’s executors. She claims she was 20 when  Epstein offered to help with her dancing career, but instead coerced  her into performing sex acts for his friends.  As well as the Duke, the request extends 
to several of Epstein’s other associates including US President Donald 
Trump, Bill Clinton, former Israeli Prime Minister Ehud Barak and Les 
Wexner, the former owner of the Victoria’s Secret lingerie brand. None 
of them has ever been charged with any offence and each denies any 
wrongdoing. The document lists the dates when Andrew was allegedly at Epstein’s Manhattan mansion, private  island in the Caribbean and ranch in New Mexico. It asks ‘whether or not  [Andrew] received a massage at any property owned or controlled by  Jeffrey Epstein’ and ‘whether or not [Andrew] engaged in any sexual act  while at any of Jeffrey Epstein’s properties’.  It also requests any photographs of Ghislaine Maxwell, the British  socialite who is accused of being Epstein’s ‘madam’, and any of her  employment and payment records. Ms Maxwell, the daughter of late  newspaper tycoon Robert Maxwell, denies any wrongdoing.   Epstein hanged himself in his prison cell last August while awaiting  trial on sex trafficking charges. Lawyers for the victims are currently  negotiating a compensation scheme with his estate, valued at more than  £500 million.  Lisa Bloom, a lawyer representing five of 
Epstein’s victims, said she wants the option to sue the Duke as part of 
any deal and is ‘certainly not willing to release Prince Andrew’ from 
any liability. David Boies, who 
represents five other women, including Miss Roberts, previously said he 
will not let ‘certain individuals’ escape liability, naming Andrew in 
court papers as one example.  US Will Not Be Taking Part in WHO Covid-19 Vaccine Initiative Murder and Burglary SOARS in Cuomo’s New York Amid Lockdown 
			 "
US Will Not Be Taking Part in WHO Covid-19 Vaccine Initiative,"World leaders have pledged to accelerate the development, production and distribution of drugs and vaccines against the coronavirus, but the United States will not be taking part.   A spokesman for the U.S. mission in Geneva told Reuters  “there will be no US official participation” in the programme which aims to speed the development of a vaccine and share resources in the fight against the covid-19. He said: “We look forward to learning more about this initiative in support of international cooperation to develop a vaccine  for COVID-19 as soon as possible.”  The Independent reports: The nation’s withdrawal from collaborative international efforts in the wake of the pandemic follows Donald Trump’s  announcement that the US would suspend funding to the WHO after he accused the United Nations agency of “covering up” the  coronavirus outbreak from China.  He attacked the organisation as he  faced similar criticisms after reports showed that he had dismissed or  ignored warnings about the threat of the outbreak from his  administration for several weeks. A global initiative to accelerate the development of a potential vaccine was launched by French President Emmanuel Macron and German Chancellor Angela Merkel, among other world leaders, on Friday. President Macron told the meeting that the group hopes to “reconcile 
around this joint initiative both China and the US, because this is 
about saying the fight against Covid-19 is a common human good and there
 should be no division in order to win this battle.” The group has pledged to provide access to treatment and vaccines
 to other nations, commit to the international partnership and 
share research efforts and make informed group decisions about their 
response.   WHO Warns There Is No Evidence Of Coronavirus Immunity Victims Lawyers Are Demanding Jeffrey Epstein’s Estate Hands Over Prince Andrew Evidence 
			 "
WHO Warns There Is No Evidence Of Coronavirus Immunity,"The World Health Organization is warning that there is no evidence of coronavirus immunity. In a statement on Saturday the health body, whose largest donor is now Bill Gates, said: “there is currently no evidence that people who have recovered from COVID19 and have antibodies are protected from a  second infection” “People  who assume that they are immune to a second infection because they have  received a positive test result may ignore public health advice” the statement added.  AOL reports: It also advised against the use of so-called “immunity passports,”  which have been mooted in some countries as a way to enable people to  travel or return to work on the assumption that they are immune to the  virus. At this point in the pandemic, the WHO said, there is not 
enough evidence about the effectiveness of antibody-mediated immunity to
 guarantee the accuracy of such passports or “risk-free” immunity 
certificates. Most people who are infected with COVID-19 will  develop an antibody response that will provide “some level of  protection,” it later clarified, but it does not yet know what that  level is or how long the immunity will last. “It’s  surprising, but it’s not surprising,” said Joseph Fair, a virologist  and NBC News science contributor. “With most viruses, you do get some  kind of immunity, so it’d be surprising if there is no immunity from it,  but only time will tell us what type of immunity you have from COVID-19  if you have recovered and how long that will last.” The WHO warning comes as the worldwide death toll for the coronavirus
 surpassed 200,000 on Saturday, according to a tally by Johns Hopkins 
University, with the total number of confirmed cases worldwide now 
standing at nearly 2.9 million. #DropOutBiden Goes Viral, Fuelled by Liberals and #MeToo Supporters US Will Not Be Taking Part in WHO Covid-19 Vaccine Initiative 
			 "
"#DropOutBiden Goes Viral, Fuelled by Liberals and #MeToo Supporters","The hashtag #DropOutBiden went viral on Twitter on Saturday, fuelled by liberals and #MeToo supporters calling on Joe Biden to drop out fo the 2020 race amid credible sexual assault allegations being made against him.  Although staunch supporters of Biden tried their usual trick of blaming the hashtag on Russian bots, a larger number of prominent liberals were using the hashtag, including Peter Daou, a former Hillary Clinton adviser.  DIFFICULT THREAD — #BIDEN SHOULD WITHDRAW1. I respect the will of the voters.2. But new information has emerged supporting #TaraReade's account of being sexually assaulted by #JoeBiden.3. Credible rape accusations are disqualifying or we have NO moral standards. A large number of those tweeting the hashtag also included supporters of Sen. Bernie Sanders (I-VT).  The hashtag coincided with the emergence of a video clip of Biden accuser Tara Reade’s mother. The 1993 clip from Larry King Live featured Reade’s mother calling in to the show from San Luis Obispo. On the show, she complains that her daughter had just worked for a “prominent senator” and had a story to tell but did not want to go to the press out of respect for the senator. The Biden campaign has denied the sexual assault and declined to comment on the Larry King Live video to CNN. D.A.R.E. Cop Arrested for Running Massive Pedophile Ring WHO Warns There Is No Evidence Of Coronavirus Immunity 
			 "
D.A.R.E. Cop Arrested for Running Massive Pedophile Ring,"A highly regarded police officer from Colorado has been arrested for running a massive pedophile ring. Parents whose children participated in the Drug Abuse Resistance Education (D.A.R.E.) program in Beavercreek, Colorado, are now furious after learning that their children may have had contact with former Beavercreek police officer Kevin A. Kovacs. On Thursday, Kovacs, 58, was arrested at his home for producing, distributing, receiving, transporting and possessing child pornography on a huge scale. “Kevin A. Kovacs, a former longtime Beavercreek police officer, was arrested this morning on federal charges of producing, distributing, receiving, transporting and possessing child pornography,” said U.S. Attorney David M. DeVillers.  “Additionally, Kovacs is charged with tampering with a witness or informant,” a statement from the US Attorney’s office in the Southern District of Ohio states. Less than two years before Kovacs was arrested for running a child porn ring, he received the prestigious “Law Enforcement Officer of the Year” Award. When presented with the honor, the Beavercreek police department praised him for his work with young children: “Officer Kovacs has served the community of Beavercreek for 25 years.  Currently in his sixth year as the D.A.R.E. officer for Beavercreek schools, Officer Kovacs teaches 5th grade students decision-making skills to help them lead safe and healthy lives,  empowering them to respect others and choose to lead lives free from violence, substance abuse, and other dangerous behaviors.  As the crime prevention specialist, Officer Kovacs provides information to citizens and businesses on safety and security issues and assists in developing crime prevention initiatives in the community.  Officer Kovacs’ commitment and dedication to working in partnership with our community and helping to educate the youth of Beavercreek inspires respect for law enforcement and fosters the well-being of the community.“ Thefreethoughtproject.com reports: Kovacs retired in August 2018 after 25 years with the Beavercreek Police Department. He worked as a patrol officer, crime prevention specialist and DARE officer with Beavercreek City Schools, according to a Beavercreek police Facebook post announcing his retirement. It is highly unlikely that this officer, who worked around young children for nearly a decade, just decided to get into child porn after his retirement. Officials are now encouraging anyone who may have had inappropriate contact with the officer to come forward. If you have information related to this case, contact the FBI at 513-421-4310 or the Fairborn Police Department at 937-343-8854. Also, it appears that the officer had been under investigation for some time prior to last week’s arrest. According to News Center 7, they were at Kovacs’ Fairborn home in December, when Fairborn police were assisting with a search warrant. At the time, police declined to comment on the nature of their investigation. “The conduct he is alleged to have committed is both disgusting and extremely disappointing,” said Beavercreek Police Chief Dennis Evers. “As a former D.A.R.E. officer who received departmental and community awards for his work, he, of all people, knew this criminal activity to be exploitation of children and unlawful.” The school system — who put this man in front of countless potential victims, expressed their shock after Kovacs’ arrest. “Beavercreek City Schools administration was alarmed after learning of the allegations against Ofc. Kovacs,” said Beavercreek Superintendent Paul Otten. “School staff and parents have been notified about this alleged incident and are encouraged to reach out to local law enforcement if they have specific concerns or information related to this case.” According to WHIO, Evers also added that this type of activity is part of a larger problem in today’s society and he’s encouraging legislatures to look at passing more stringent laws that would make it more difficult to access this kind of material on the internet. He also is calling for the increasing of penalties who chose to knowingly access and download the material. Pelosi Brutally Slammed After Claiming Trump Told Americans to ‘Inject Lysol Into Their Lungs’ #DropOutBiden Goes Viral, Fuelled by Liberals and #MeToo Supporters 
			 "
Pelosi Brutally Slammed After Claiming Trump Told Americans to ‘Inject Lysol Into Their Lungs’,"Nancy Pelosi took a seriously nasty pop shot at President Trump on Friday, accusing him of instructing Americans to inject Lysol into their lungs. “The president is asking people to inject Lysol into their lungs and Mitch [McConnell] was saying that states should go bankrupt. It’s a clear… visible within 24 hours of how the Republicans reject science and reject governance,” Pelosi said during the Friday presser.  “Clearly and sadly, this president is not listening to medical experts.” Later, towards the end of the presser, the nasty House Speaker declared: “No money for the Post Office. Instead, inject Lysol into your lungs.” WATCH: “Queen Nancy Pelosi can’t land a zinger on Donald Trump without deliberately misquoting him,” Twitchy’s headline said. “Unlike Nancy Pelosi, whose doctor apparently told her to tell people to go to Chinatown as COVID19 was spreading.” Daily Wire’s Ben Shapiro destroyed the Speaker by tweeting: “No money for small businesses. Instead, eat artisanal ice cream.” No money for small businesses. Instead, eat artisanal ice cream. https://t.co/sQkNnxJ4Zz “She’s a ridiculous person. Trump didn’t tell people to inject Lysol, and McConnell said that if states racked up tens of billions in debts unrelated to coronavirus, it is absolutely not the federal government’s responsibility to bail them out. But slay queen, or whatever,” Shapiro continued. She's a ridiculous person. Trump didn't tell people to inject Lysol, and McConnell said that if states racked up tens of billions in debts unrelated to coronavirus, it is absolutely not the federal government's responsibility to bail them out. But slay queen, or whatever. https://t.co/lHr6cZY8C8 Madworldnews.com reports: Guy Benson, Editor at Town Hall, also crushed poor Nancy: “Two dumb distortions, despite irresponsible rantings from POTUS. McConnell is the last adult in the room.” Two dumb distortions, despite irresponsible 🤡 rantings from POTUS. McConnell is the last adult in the room. https://t.co/HLrkXAg5JA “Do any of these Democrats and press understand what chemotherapy and radiation is injected into people every day?” tweeted “Clouseau.” Do any of these Democrats and press understand what chemotherapy and radiation is injected into people every day? This Lysol reference got so crazy, the company that makes the disinfectant came out with a warning. “The parent company of Lysol and another disinfectant warned Friday that its products should not be used as an internal treatment for the coronavirus,” Breitbart reports.  Trump noted Thursday that researchers were looking at the effects of disinfectants on the virus and wondered aloud if something similar could be injected into people, saying the virus “does a tremendous number on the lungs, so it would be interesting to check that.” That prompted a strong warning from the maker of disinfectants Lysol and Dettol, which said it was issuing a statement to combat “recent speculation.” “As a global leader in health and hygiene products, we must be clear that under no circumstance should our disinfectant products be administered into the human body (through injection, ingestion or any other route),” said the statement from Reckitt Benckiser. Researchers are testing the effect of disinfectants on virus-laden saliva and respiratory fluids in the laboratory, said William Bryan, of the Department of Homeland Security. They kill the virus very quickly, he said. “And is there a way we can do something like that, by injection inside or almost a cleaning,” Trump said. “Because you see it gets in the lungs and it does a tremendous number on the lungs. So it would be interesting to check that. So, that, you’re going to have to use medical doctors with. But it sounds — it sounds interesting to me.” The press attacked President Trump once again after Nancy Pelosi’s remarks.  Reuters reporter Jeff Mason asked the president to clarify whether he was encouraging Americans to ingest disinfectants, and Trump replied, “No, of course not.” While Pelosi and her cohorts jumped on the bandwagon to make the crazy accusation that the president told Americans to inject Lysol, they are the ones who are looking mean-spirited and petty during a national emergency. Doctors who specialize in cancer can verify that chemo-therapy is the process of injecting toxic substances into their patients hoping to kill the cancerous cells. The side effects are brutal as they also destroy good cells in the process. Radiation therapy is the same thing. So, maybe Speaker Pelosi should learn a lesson with her grandstanding. Americans will never support any politician who is belittling the man who is clearly doing everything he can to get this country through a horrible situation. Soros-Funded David Brock Group Accused of Violating Tax Laws D.A.R.E. Cop Arrested for Running Massive Pedophile Ring 
			 "
Soros-Funded David Brock Group Accused of Violating Tax Laws,"The David Brock-founded far-left group ‘American Bridge 21st Century probably violated its tax-exempt status by engaging in political activities while illegally posing as a nonprofit, according to a complaint filed Thursday with the Internal Revenue Service.  The Patriots Foundation filed a complaint with the IRS claiming that the Soros-funded group is largely a political organization and therefore has violated U.S. tax laws.  “American Bridge has a super-PAC arm that can spend unlimited sums to influence elections. But the primary purpose of nonprofits organized under section 501(c)4 of the tax code like American Bridge cannot be politics. The complaint quotes material given to potential donors to the nonprofit arm in 2017 saying the organization’s mission is ‘to take on Donald Trump,’” Bloomberg reports. David Brock is a notorious Clinton operative who runs Media Matters for America – another Soros-funded group tasked with censoring social media of conservative and independent voices.  Brock once boasted about lying in a book in order to ruin Anita Hill’s credibility on behalf of the Clintons.  “Groups like American Bridge do not have to disclose their donors, which is why they are sometimes called ‘dark money,’” Bloomberg wrote in their report.  Foxnews.com reports: Liberal billionaire George Soros has been a prominent donor to American Bridge 21st Century and the group spends millions on ads attacking President Trump. The complaint accused American Bridge 21st Century Foundation of engaging in “serious and deliberate violations of the Internal Revenue Code of 1986, as amended (“IRC”) and abused its tax-exempt status” and outlined specific examples, referring to the far-left group as “AB21CF” throughout. “Specifically, as detailed below, AB21CF is not operated exclusively for an exempt- purpose; is operated primarily for political purposes; has participated in an impermissible excess benefit transaction with its founder David Brock and True Blue Media LLC; has provided an improper private benefit to Brock and True Blue; has used its income and assets for the personal gain of Brock; and has engaged in commercial, for-profit business activity through its investment in True Blue Media,” the complaint said. The complaint said “AB21CF appears to have abandoned any attempts at credibly describing itself as a social welfare organization under section 501(c)(4). Instead, it has become singularly focused on one mission, ‘to take on Donald Trump.’” The lengthy document claimed the group planned to create “a 47-person war room to take on Donald Trump with a staff of 23 researchers, a communications team of 16” who feed work to the press for the purposes of rapid-response. “This is not a proper nonprofit purpose,” the complaint said. “The IRS should undertake an examination of AB21CF to determine the extent to which it has misused its tax-exempt status.” The complaint concluded: “Further, the IRS should determine that AB21CF has engaged in egregious and systemic violations of its tax-exempt status, and take appropriate action as warranted including, but not limited to: revoking its tax- exempt status… imposing any appropriate penalties and additions to tax; and referring violations to the Department of Justice for possible criminal prosecution. The Patriots Foundation also filed similar complaints against Media Matters For America and The Franklin Education Forum. American Bridge president Bradley Beychok dismissed any wrongdoing by the far-left group. “The Patriots Foundation has chosen to purposely mislead the public in order to further its right wing agenda,” Beychok told Bloomberg. “He added that Brock resigned from the organization in 2016, before the transfers to True Blue Media were made, and that the group’s board of directors determined the investment would further the mission of American Bridge,” Allison added. Nasty Nancy: Democrats Will Hold Hearing on Dismissal of Dr. Rick Bright – “This Is EXPLOSIVE” Pelosi Brutally Slammed After Claiming Trump Told Americans to ‘Inject Lysol Into Their Lungs’ 
			 "
Nasty Nancy: Democrats Will Hold Hearing on Dismissal of Dr. Rick Bright – “This Is EXPLOSIVE”,"House Speaker Nancy Pelosi has warned that Democrats will hold a hearing about the dismissal of Dr. Rick Bright, the Trump administration’s vaccine expert who alleges he was removed from his post due to his opposition to the promotion of hydroxychloroquine to treat the Chinese coronavirus. Appearing on MSNBC, Pelosi boasted that Democrats are hellbent on holding President Trump to account.  WATCH: Transcript of interview: ANDREA MITCHELL: Madame Speaker, when [President Donald Trump] suggested yesterday — he said, “We’ll have a cure soon,” but at the same time, according to an upcoming whistleblower complaint that we understand from Dr. [Rick] Bright, who was removed from his position in charge of the vaccination research effort, that he’s actually — according to this complaint and his version of it — he was removed from his job by pushing back against the recommendation from the president, the push to validate that malaria medication. HOUSE SPEAKER NANCY PELOSI: My colleague Congresswoman Anna Eshoo of California is the chair of the health subcommittee of energy and commerce. It was her legislation that established part of that, that Dr. Bright was the head of. She and we all have respected and know his work and respected over time, and follow that work. She will be — I understand — will be having a hearing on the subject. And — and we have to get to the facts, as allegations are made. But this is — this is explosive. But again, we want to be hopeful for the American people and to kind of, along minimize the impact of what the president is saying. When he takes scientists out because they’re not quickly giving approvals to his preferred choice of medicines, that is a danger to our system. Rob Reiner: ‘I Call on Bush, Obama .. to STOP This Insanity and Save Human Life’ Soros-Funded David Brock Group Accused of Violating Tax Laws 
			 "
"Rob Reiner: ‘I Call on Bush, Obama .. to STOP This Insanity and Save Human Life’","Hollywood director Rob Reiner has once again accused President Trump of having a “mental illness” and is begging former presidents to intervene to save American lives.  “There is no question. Trump’s mental illness is killing people,” the Trump-hating director tweeted Saturday, in reference to the Chinese coronavirus outbreak. “We are in a crisis of epic proportions. I call on Bush, Obama and every prominent American, Republican and Democrat, to step forward to stop this insanity and save human life.” There is no question. Trump’s mental illness is killing people. We are in a crisis of epic proportions. I call on Bush, Obama and every prominent American, Republican and Democrat, to step forward to stop this insanity and save human life. Breitbart.com reports: Rob Reiner’s tweet is his latest attempt to question President Trump’s sanity. Earlier this month, The Princess Bride director claimed in a veiled attack against the president that “this Mentally Unstable Incompetent Fool has been Lying to US for over 3 years. But now his lies are killing people.” He alleged last month that President Trump’s “mental illness is killing people.” He also appeared to suggest that President Trump could be an accessory to murder. “I’m not a lawyer, but it seems to me if you’re the most influential person in America and you tell the public that a deadly viral pandemic is a hoax & countless citizens accept that as reality, do nothing to protect themselves then end up dead, you might be an accessory,” Reiner tweeted in March. Rob Reiner is among the growing number of Hollywood celebrities claiming that President Trump is responsible for COVID-19 deaths. Other stars to blame the president for coronavirus mortalities include Barbra Streisand, Ellen Barkin, and comedian Mike Birbiglia. China Sends Doctors to North Korea Amid Rumors That Kim Jong Un Is Dead or Gravely Ill Nasty Nancy: Democrats Will Hold Hearing on Dismissal of Dr. Rick Bright – “This Is EXPLOSIVE” 
			 "
China Sends Doctors to North Korea Amid Rumors That Kim Jong Un Is Dead or Gravely Ill,"China has dispatched a team of doctors to North Korea to help determine the health status of North Korea’s leader Kim Jong Un. Hong Kong Satellite Television reported that Kim was dead though there has been no confirmation from U.S. sources according to Reuters Vice director of HKSTV Hong Kong Satellite Television Shijian Xingzou said  that a ‘very solid source’  told her that Kim Jong Un had died.  Meanwhile a Japanese media outlet claims that the North Korean leader is in a  ‘vegetative state’ following heart surgery.  According to Fox News, the U.S. government has extensive contingency plans in place for Kim’s eventual death that factor in expectations of a mass-scale humanitarian crisis inside the country.  The Mail Online reports:  The trip by the Chinese doctors and officials comes amid conflicting  reports about the health of the North Korean leader, with western  outlets unable to immediately determine what the trip by the Chinese  team signaled in terms of Kim’s health.   A report by the weekly Shukan Gendai  in
 Japan claimed on Friday that North Korea’s dictator us currently in a 
‘vegetative state’ after having heart surgery earlier in the month. The  outlet cited a Chinese medic who is believed to have been sent as part  of the team to treat Kim Jong Un after a delay in a simple heart  procedure had left the leader severely ill.  The source cited by the news outlet 
claimed that Jong Un was visiting the countryside when he clutched his 
chest and fell to the ground. A doctor with him at the time is said to 
have  performed CPR on accompanied him to a hospital. While
 there is no official proof of the dictator’s death, the hashtag 
#KimJongUndead was trending on twitter on Friday following the report.  A
 delegation led by a senior member of the Chinese Communist Party’s 
International Liaison Department left Beijing for North Korea on 
Thursday, two of the people said. The department is the main Chinese 
body dealing with neighbouring North Korea. The sources declined to be identified given the sensitivity of the matter.  The Liaison Department could not be 
reached by Reuters for comment late on Friday. China’s foreign ministry 
did not immediately respond to a request for comment late on Friday. Daily
 NK, a Seoul-based website, reported earlier this week that Kim was 
recovering after undergoing a cardiovascular procedure on April 12. It 
cited one unnamed source in North Korea. South
 Korean government officials and a Chinese official with the Liaison 
Department challenged subsequent reports suggesting that Kim was in 
grave danger after surgery. South Korean officials said they had 
detected no signs of unusual activity in North Korea. On  Thursday, U.S. President Donald Trump also downplayed earlier reports  that Kim was gravely ill. ‘I think the report was incorrect,’ Trump told  reporters, but he declined to say if he had been in touch with North  Korean officials. On Friday, a South Korean source told 
Reuters their intelligence was that Kim was alive and would likely make 
an appearance soon. The person said he did not have any comment on Kim’s
 current condition or any Chinese involvement. An
 official familiar with U.S. intelligence said that Kim was known to 
have health problems but they had no reason to conclude he was seriously
 ill or unable eventually to reappear in public. A
 U.S. State department spokeswoman had no comment. U.S. Secretary of 
State, Mike Pompeo, when asked about Kim’s health on Fox News after 
Trump spoke said, ‘I don’t have anything I can share with you tonight, 
but the American people should know we’re watching the situation very 
keenly.’ NYC Mayor, Who Banned Easter Church Services, Gives 400K Meals to Muslims Celebrating Ramadan Rob Reiner: ‘I Call on Bush, Obama .. to STOP This Insanity and Save Human Life’ 
			 "
"NYC Mayor, Who Banned Easter Church Services, Gives 400K Meals to Muslims Celebrating Ramadan","New York City socialist Mayor Bill de Blasio, who last month threatened to permanently close churches that do not comply with strict lockdown orders, has announced his administration will provide hundreds of thousands of free halal meals to Muslims celebrating Ramadan in the city. Just weeks after threatening Christians and promising “enforcement agents” would shut down any Easter celebrations breaking lockdown orders, De Blasio described Ramadan as a “profoundly important holiday” and announced the city will feed New York’s Muslims holy meals until late May. The Islamic holy month began Thursday and will run until May 23, and Muslims celebrating in New York City will be gifted with 400,000 halal meals courtesy of the American taxpayer, de Blasio announced. De Blasio’s generosity towards the Muslim community sharply contrasts with his treatment of the city’s Christians amid the coronavirus crisis. In March, the socialist mayor threatened to permanently shutter churches and synagogues, just weeks before Easter and Passover celebrations. Now, de Blasio is literally catering to the city’s Muslims. WesternJournal report: While the mayor and city officials were unprepared for the city’s health crisis and have shown Christians and Jews no sympathy during the related shutdowns, they’re now apparently sponsoring Islam. De Blasio made the Ramadan announcement at a media briefing Thursday in which he lamented that Christians and Jews were unable to celebrate their respective holidays this month. “We all wish that the celebrations of Easter and Passover could have been so different,” he said. The mayor then described Ramadan as a “profoundly important holiday,” before announcing the city will feed New York’s Muslims holy meals until late May. “One of Ramadan’s most noble callings is to feed the hungry. And it’s a crucial part of how the holiday is celebrated, to remember to be there for those in need. And that is now harder than ever,” de Blasio continued. “Obviously, people can’t go to their mosques. In fact, mosques have often been a place that those who were hungry, those who were poor, would know they could go during Ramadan to break the fast,” he said. “They knew there would always be a meal there for them. That’s not going to be true in this season. So, we want to, the city of New York wants to support this community as we’re supporting all communities.” As Muslim New Yorkers prepare to start the holy month of Ramadan tonight, Mayor Bill de Blasio says the city is taking steps to support the Muslim community with Halal food programs.“Over half a million meals will be distributed during Ramadan” for Muslim New Yorkers in need pic.twitter.com/d4PbFtGMa5 It’s nice to see the mayor step up and help a people of devoted faith during their time of worship. But where were New York’s public officials as Christians and Jews attempted to attend church and synagogue services? He was threatening them, and it was just three weeks ago. “So, I want to say to all those who are preparing the potential of religious services this weekend — if you go to your synagogue, if you go to your church and attempt to hold services after having been told so often not to, our enforcement agents will have no choice but to shut down those services,” de Blasio said two weeks before Good Friday. “No faith tradition endorses anything that endangers the members of that faith,” he said. “So, the NYPD, Fire Department, Buildings Department, and everyone has been instructed that if they see worship services going on, they will go to the officials of that congregation, they’ll inform them they need to stop the services and disperse,” he continued. “If that does not happen, they will take additional action up to the point of fines and potentially closing the building permanently,” de Blasio concluded. De Blasio: churches and synagogues that hold worship services may be closed permanently pic.twitter.com/kdUsdbP2YO The mayor made no mention of mosques in those comments. While I am not arguing against feeding anyone in need of a meal during this time of crisis and uncertainty, and recognize that New York undoubtedly has a better hold on its number of cases and hospitalizations than it did a few weeks ago, de Blasio’s sudden goodwill approach toward people of faith reeks of favoritism toward Islam and thus raises questions about its constitutionality. In Lemon v. Kurtzman in 1971, the U.S. Supreme Court established a “Lemon Test” weighing whether acts or policies by government are unconstitutional based on the First Amendment’s prohibiting the establishment of a religion. In order to be constitutional, such a policy must have a nonreligious purpose, not end up promoting or favoring any set of religious beliefs and it must not overly entangle the government with religion, the court ruled. While de Blasio’s contrasting policies for getting people of faith to stay at home during the coronavirus crisis might not end up in court, it would be interesting to hear him explain why he used a stick against Christians and Jews while offering Muslims a carrot.  Robert F Kennedy Jr: False ‘Savior’ Bill Gates Now Controls The Lives Of 7 Billion Humans China Sends Doctors to North Korea Amid Rumors That Kim Jong Un Is Dead or Gravely Ill 
			 "
